1.000000000001151,
0.118097742900460,
0.051065364026320,
0.030963432405851,
0.021595787330951,
0.016272737199924,
0.012631088513610,
0.010018224476524,
0.008066096648480,
0.006561869981724,
0.005391269676632,
0.004454438452372,
0.003707272220259,
0.003096065080942,
0.002598733208383,
0.002186303659042,
0.001846735493041,
0.001562731924610,
0.001326842253881,
0.001128633026769,
0.000962725833091,
0.000822369408868,
0.000703957940282,
0.000603557242116,
0.000518242693248,
0.000445609005171,
0.000383549904738,
0.000330668817671,
0.000285245093243,
0.000246501805712,
0.000213105226852,
0.000184601505801,
0.000159868814946,
0.000138787108912,
0.000120421685381,
0.000104759824164,
0.000091041253136,
0.000079341118097,
0.000069045660998,
0.000060294360521,
0.000052549400883,
0.000045977749136,
0.000040121980335,
0.000035153126057,
0.000030712978525,
0.000026941377570,
0.000023566126157,
0.000020695106333,
0.000018123477644,
0.000015932345658,
0.000013966973927,
0.000012290181260,
0.000010785187305,
0.000009499704648,
0.000008345031593,
0.000007356443270,
0.000006468492492,
0.000005706342660,
0.000005021920676,
0.000004433251576,
0.000003904800832,
0.000003449360476,
0.000003040578713,
0.000002687721763,
0.000002371246984,
0.000002097480086,
0.000001852110763,
0.000001639317370,
0.000001448540519,
0.000001282803844,
0.000001134329802,
0.000001005078377,
0.000000889270216,
0.000000788263566,
0.000000697828520,
0.000000618808150,
0.000000548107585,
0.000000486214461,
0.000000430878825,
0.000000382352082,
0.000000338986820,
0.000000300925398,
0.000000266891089,
0.000000237017053,
0.000000210276977,
0.000000186820046,
0.000000165793991,
0.000000147358059,
0.000000130928776,
0.000000116403938,
0.000000103535740,
0.000000092074421,
0.000000081912860,
0.000000072862532,
0.000000064833073,
0.000000057680975,
0.000000051333771,
0.000000045680056,
0.000000040660235,
0.000000036188741,0,250000000000000
0,112500000000000
0,016875000000000
0,002531250000000
0,000379687500000
0,000056953125000
0,000008542968750
0,000001281445313
0,000000192216797
0,000000028832519
0,000000004324878
0,000000000648732
0,000000000097310
0,000000000014597
0,000000000002190
0,250000000000000
0,112500000000000
0,016875000000000
0,002531250000000
0,000379687500000
0,000056953125000
0,000008542968750
0,000001281445313
0,000000192216797
0,000000028832519
0,000000004324878
0,000000000648732
0,000000000097310
0,000000000014597
0,000000000002190
1,000000000000000
0,120000000000000
0,077625000000000
0,029025000000000
0,020351250000000
0,008839125000000
0,004685533593750
0,001762585312500
0,001033088396484
0,000464265073828
0,000241884079453
0,000121428559661
0,000055205178963
0,000028091947906
0,000013060023844
1,000000000000000
0,120000000000000
0,077625000000000
0,029025000000000
0,020351250000000
0,008839125000000
0,004685533593750
0,001762585312500
0,001033088396484
0,000464265073828
0,000241884079453
0,000121428559661
0,000055205178963
0,000028091947906
0,000013060023844
1,000000000000000
0,120000000000000
0,077625000000000
0,029025000000000
0,020351250000000
0,008839125000000
0,004685533593750
0,001762585312500
0,001033088396484
0,000464265073828
0,000241884079453
0,000121428559661
0,000055205178963
0,000028091947906
0,000013060023844
1,000000000001151
0,118097742900460
0,051065364026320
0,030963432405851
0,021595787330951
0,016272737199924
0,012631088513610
0,010018224476524
0,008066096648480
0,006561869981724
0,005391269676632
0,004454438452372
0,003707272220259
0,003096065080942
0,002598733208383
0,002186303659042
0,001846735493041
0,001562731924610
0,001326842253881
0,001128633026769
0,000962725833091
0,000822369408868
0,000703957940282
0,000603557242116
0,000518242693248
0,000445609005171
0,000383549904738
0,000330668817671
0,000285245093243
0,000246501805712
0,000213105226852
0,000184601505801
0,000159868814946
0,000138787108912
0,000120421685381
0,000104759824164
0,000091041253136
0,000079341118097
0,000069045660998
0,000060294360521
0,000052549400883
0,000045977749136
0,000040121980335
0,000035153126057
0,000030712978525
0,000026941377570
0,000023566126157
0,000020695106333
0,000018123477644
0,000015932345658
0,000013966973927
0,000012290181260
0,000010785187305
0,000009499704648
0,000008345031593
0,000007356443270
0,000006468492492
0,000005706342660
0,000005021920676
0,000004433251576
0,000003904800832
0,000003449360476
0,000003040578713
0,000002687721763
0,000002371246984
0,000002097480086
0,000001852110763
0,000001639317370
0,000001448540519
0,000001282803844
0,000001134329802
0,000001005078377
0,000000889270216
0,000000788263566
0,000000697828520
0,000000618808150
0,000000548107585
0,000000486214461
0,000000430878825
0,000000382352082
0,000000338986820
0,000000300925398
0,000000266891089
0,000000237017053
0,000000210276977
0,000000186820046
0,000000165793991
0,000000147358059
0,000000130928776
0,000000116403938
0,000000103535740
0,000000092074421
0,000000081912860
0,000000072862532
0,000000064833073
0,000000057680975
0,000000051333771
0,000000045680056
0,000000040660235
0,000000036188741
